,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Balcony,State of the property,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Number of showers,Number of facades,Surface terrace,Security door,Access for disabled,Sewer Connection,Surface garden,Garage,Brussels,Walloon Brabant,Flemish Brabant,Antwerp,Limburg,Liege,Namur,Hainaut,Luxembourg,West Flanders,East Flanders,Orientation South,Type property
247,370000,2,87,1,1,1,0,1,16,0,30,1,9,1,2,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,285000,2,70,1,1,1,0,1,10,0,21,0,10,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,345000,2,83,1,1,1,0,1,16,0,23,1,9,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,265000,2,70,1,1,1,0,2,12,0,35,0,7,1,2,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
251,1495000,5,255,2,3,4,0,0,21,0,44,1,22,1,3,20,0,0,1,1200,1,1,0,0,0,0,0,0,0,0,0,0,0,0
252,469000,2,100,1,1,2,0,2,14,0,25,0,10,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,249000,1,62,1,1,1,0,2,13,0,24,1,6,1,2,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,249000,1,54,1,1,1,0,2,11,1,30,1,4,1,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,395000,1,102,2,1,1,0,1,14,0,30,1,11,1,2,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,275000,1,105,1,1,1,0,1,15,0,60,1,11,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,485000,2,120,2,2,2,0,1,16,0,56,1,13,1,3,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,365000,1,77,1,1,1,0,1,12,0,30,1,8,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259,499000,3,125,2,2,2,0,1,17,0,40,1,15,1,2,80,0,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
260,249000,3,80,1,1,1,0,2,11,0,24,0,8,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,239000,1,50,2,1,1,0,1,11,0,18,0,5,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,140000,1,50,2,1,1,0,1,7,0,20,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,435000,2,100,2,1,1,0,1,14,0,40,0,10,1,2,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,252000,1,70,1,1,1,0,1,10,0,21,0,7,1,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,275000,2,77,1,1,1,0,1,11,0,23,0,8,1,2,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,395000,2,101,1,1,1,0,3,14,0,19,0,18,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,140000,1,26,1,1,1,0,2,9,0,17,1,4,1,2,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269,297500,1,73,2,1,1,0,1,15,0,22,0,8,1,2,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
270,550000,2,100,2,1,1,0,2,11,0,47,1,10,1,2,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,299000,2,113,2,1,1,0,3,20,0,40,0,12,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,354600,2,111,2,1,1,0,1,16,0,33,0,12,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,315000,2,96,1,1,1,0,1,14,0,23,1,8,1,2,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,219000,2,85,1,2,1,0,0,12,0,25,0,9,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275,439000,2,105,2,2,1,0,2,15,0,31,1,11,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,285000,2,65,1,1,1,0,1,17,0,18,1,7,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,445000,2,113,1,1,1,0,1,17,0,34,1,12,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,130000,1,46,1,1,1,0,1,11,0,36,0,5,1,2,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
279,170000,2,86,1,1,1,0,2,12,0,26,0,9,1,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,395000,2,120,1,1,1,0,0,10,0,50,1,13,1,2,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
281,220000,1,60,1,1,1,0,1,9,1,18,0,6,1,2,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
282,395000,2,94,2,1,2,0,1,13,0,28,0,10,1,2,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
283,595000,3,156,2,2,2,0,2,33,0,46,1,16,2,2,0,0,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,225000,2,72,2,1,1,0,1,10,1,32,0,7,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,449000,3,121,1,1,1,0,0,17,0,34,0,13,1,2,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
286,1425000,2,184,2,1,1,0,2,25,0,54,0,20,1,2,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,315000,1,80,2,1,1,0,1,11,0,24,0,8,1,2,56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,425000,2,91,2,1,1,0,3,15,0,24,1,8,1,2,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
289,425000,2,91,2,1,1,0,3,15,0,24,1,8,1,2,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,350000,1,100,1,1,1,0,1,14,0,30,0,10,1,2,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,192000,1,44,1,1,1,0,1,13,0,25,0,4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
292,285000,1,75,2,1,1,0,1,13,0,22,1,8,1,2,10,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
293,200000,2,80,1,1,1,0,1,8,0,45,0,8,1,2,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,325000,2,100,2,1,2,0,1,14,0,30,0,10,1,2,0,0,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,450000,2,125,1,1,1,0,1,14,0,37,0,13,1,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,315000,2,98,1,1,1,0,1,14,0,29,0,10,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,219000,1,72,1,1,1,0,2,10,0,22,0,7,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,385000,3,137,2,2,2,0,1,19,0,41,0,14,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,545000,3,195,1,1,2,0,1,16,0,58,1,21,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,645000,3,157,0,1,1,0,2,20,0,46,1,10,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,249000,1,70,2,1,1,0,1,20,1,25,0,7,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
303,275000,1,78,2,1,1,0,1,11,0,23,0,8,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
304,295000,1,88,2,1,1,0,1,12,0,26,0,9,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
307,185000,1,25,1,1,1,0,2,4,0,25,0,2,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308,430000,2,130,1,1,2,0,1,18,0,39,0,14,1,2,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,299000,1,65,1,1,1,0,1,18,0,20,0,7,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,395000,1,57,2,1,1,0,1,8,0,39,0,6,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
311,450000,2,95,2,1,1,0,1,13,0,30,0,10,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
312,275000,2,98,2,1,1,0,1,14,0,29,0,10,1,2,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
313,460000,2,92,1,1,2,0,1,13,0,27,0,10,1,2,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,695000,4,225,2,2,2,0,2,17,0,84,1,24,2,2,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
315,450000,2,90,2,1,2,0,3,18,0,37,1,9,1,2,15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316,250000,2,75,2,1,1,0,1,11,1,23,0,8,1,2,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
317,219000,1,39,1,1,1,0,2,14,1,16,0,4,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,475000,3,155,1,2,3,0,2,22,0,41,1,16,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320,209000,1,78,1,1,1,0,1,11,0,28,0,8,1,3,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
321,269000,2,100,2,1,1,0,2,13,0,20,1,10,1,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,165000,1,50,1,1,1,0,2,9,0,20,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323,125000,1,40,1,1,1,0,2,6,0,23,0,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,379000,2,120,1,1,1,0,2,12,0,36,0,13,1,3,110,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327,225000,2,80,1,1,1,0,1,11,0,30,0,8,1,2,15,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
328,295000,1,120,1,1,1,0,2,14,0,25,0,5,1,2,0,0,0,1,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,225000,2,103,1,1,1,0,1,14,0,36,0,11,1,4,8,0,0,1,600,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,270000,3,113,1,1,1,0,1,16,0,34,0,12,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332,185000,1,76,1,1,1,0,1,14,0,22,1,8,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,139000,1,55,1,1,1,0,0,12,0,25,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,139000,1,55,1,1,1,0,0,12,0,25,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,315000,2,90,2,1,1,0,1,16,0,36,1,9,1,2,9,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
336,169500,2,59,1,1,1,0,1,9,0,18,0,6,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,265000,2,80,1,1,1,0,2,11,0,24,0,8,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,248000,1,89,1,1,1,0,2,13,0,27,0,9,1,2,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,350000,4,120,1,1,1,0,1,17,0,33,0,13,1,2,0,0,0,1,120,1,1,0,0,0,0,0,0,0,0,0,0,0,1
340,169000,1,55,1,1,1,0,1,8,0,15,0,5,1,2,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,399000,2,115,1,1,1,0,1,16,0,38,0,12,1,2,90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
342,595000,4,230,1,2,3,0,2,18,0,44,1,16,1,2,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
343,235000,2,112,1,1,1,0,2,14,0,44,1,12,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,330000,4,140,2,1,1,0,0,16,0,45,1,9,1,2,67,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,990000,8,380,2,1,3,0,0,12,0,36,1,18,1,4,20,0,0,1,340,1,1,0,0,0,0,0,0,0,0,0,0,0,1
346,299000,4,110,2,1,1,0,1,15,0,33,1,11,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
347,419000,3,140,1,2,1,0,2,19,0,42,0,15,1,2,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
348,235000,3,105,1,1,1,0,1,15,0,34,0,11,1,4,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
349,244000,1,68,2,1,1,0,1,13,0,37,1,5,1,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,275000,1,80,2,1,1,0,3,14,0,24,1,8,1,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,325000,2,100,2,1,1,0,3,16,0,30,1,10,1,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,499000,4,161,2,3,1,0,3,19,0,48,1,17,3,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,280000,5,253,1,3,1,0,1,35,0,75,0,27,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,269000,4,110,2,2,2,0,1,15,0,33,0,11,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,239500,4,213,1,1,1,0,0,29,0,63,0,23,1,2,22,0,0,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,375000,3,165,0,2,3,0,0,12,0,25,1,12,1,2,2,0,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1
358,359000,4,170,1,1,1,0,1,24,0,48,0,18,1,3,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
359,225000,3,111,2,1,1,0,1,16,0,33,0,12,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
360,299000,2,126,1,2,2,0,2,16,0,27,0,13,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
361,165000,1,74,1,1,1,0,1,11,0,22,0,8,1,2,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362,192000,1,60,1,1,1,0,1,9,0,23,0,6,1,2,0,0,0,1,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0
366,430000,3,170,2,1,1,0,2,22,0,32,1,18,1,2,50,0,0,1,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1
367,239500,4,213,1,1,1,0,2,29,0,63,0,23,1,2,22,0,0,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,1
368,470000,5,220,1,1,1,0,1,30,0,42,0,23,2,2,0,0,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1
369,409000,5,216,1,1,2,0,1,18,0,7,1,12,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
370,350000,4,145,1,1,1,0,1,20,0,27,0,15,1,2,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
371,395000,4,240,2,2,2,0,1,33,0,71,0,26,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
372,585000,5,220,1,2,4,0,2,15,0,44,1,10,1,2,15,0,0,1,126,1,1,0,0,0,0,0,0,0,0,0,0,0,1
373,549000,4,200,1,2,3,0,1,25,0,35,0,21,2,2,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
374,549000,5,265,1,1,3,0,2,13,0,36,1,9,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
375,319000,6,160,1,1,1,0,1,22,0,30,0,17,1,2,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
377,449000,4,230,1,1,2,0,0,32,0,60,0,25,2,2,20,0,0,1,80,0,1,0,0,0,0,0,0,0,0,0,0,0,1
378,389000,5,160,1,1,1,0,0,22,0,47,0,17,1,2,0,0,0,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,1
379,360000,4,115,1,1,2,0,1,10,0,20,1,12,2,2,10,0,0,1,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1
380,595000,4,234,1,2,2,0,1,10,0,31,0,25,2,2,4,0,1,1,157,1,1,0,0,0,0,0,0,0,0,0,0,0,1
384,539000,6,390,1,2,3,0,0,17,1,36,1,9,1,2,30,0,0,1,346,1,1,0,0,0,0,0,0,0,0,0,0,0,1
388,265000,2,100,1,1,1,0,1,10,0,30,1,10,1,2,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
389,199000,2,80,2,1,1,0,2,15,0,28,1,8,1,2,18,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,245000,2,100,0,1,1,0,1,16,0,35,1,15,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
391,259000,2,105,1,1,1,0,0,12,0,30,1,12,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
392,299000,2,132,1,1,1,0,1,17,0,42,1,9,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,200000,1,60,2,1,1,0,1,13,0,32,1,6,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,225000,2,85,1,1,1,0,1,12,0,33,0,9,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,169500,2,59,1,1,1,0,1,9,0,18,0,6,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,279500,1,79,2,1,2,0,3,17,0,38,1,8,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,299500,2,81,2,1,1,0,3,12,0,21,1,8,1,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398,385000,3,160,1,1,1,0,1,22,0,66,0,17,1,2,17,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
399,189000,1,62,1,1,1,0,1,9,0,16,0,6,1,2,0,0,0,1,80,0,1,0,0,0,0,0,0,0,0,0,0,1,0
400,139000,1,50,1,1,1,0,1,7,0,20,0,5,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401,179500,2,75,1,1,1,0,1,11,0,22,0,8,1,2,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402,149000,1,52,1,1,1,0,1,8,0,26,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,275000,1,78,2,1,1,0,1,11,0,23,0,8,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,210000,2,90,1,1,1,0,1,19,0,35,1,13,1,2,10,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
405,319000,2,85,1,1,1,0,2,15,0,20,1,22,1,2,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,299000,3,105,1,1,1,0,1,11,0,42,1,8,1,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
407,249000,2,95,1,1,1,0,1,13,0,35,0,10,1,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
408,324000,3,115,1,1,1,0,1,16,0,45,0,12,1,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,240000,2,95,1,1,1,0,2,13,0,30,0,10,1,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
410,189000,2,78,1,1,1,0,1,15,0,27,1,8,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,295000,2,100,0,1,1,0,1,15,0,30,1,9,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
412,139000,1,42,1,1,1,0,1,6,0,17,0,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,229000,2,85,1,1,1,0,1,12,0,33,0,9,1,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
414,109000,1,40,1,1,1,0,1,6,0,12,0,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,275000,2,103,1,1,1,0,2,15,0,34,1,11,1,3,21,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
416,249000,2,85,1,1,1,0,1,12,0,31,0,9,1,4,15,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
417,159000,2,72,0,1,1,0,0,13,0,28,1,7,1,2,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,149000,1,65,1,1,1,0,1,14,0,25,1,7,1,2,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,145000,1,50,1,1,1,0,1,7,0,24,0,5,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,139000,1,40,0,1,1,0,0,10,0,15,1,6,1,2,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
421,259000,3,110,1,1,1,0,1,15,0,35,0,11,1,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,278000,2,78,1,1,1,0,0,15,0,20,1,8,1,2,7,0,0,1,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0
423,205000,2,68,1,1,1,0,1,12,0,20,1,7,1,2,9,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
424,349000,3,115,1,1,1,0,1,16,0,45,0,12,1,2,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
425,315000,3,130,1,1,1,0,1,18,0,46,0,14,1,3,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
426,245000,2,85,1,1,1,0,2,15,0,29,1,12,1,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
427,199000,3,107,1,1,1,0,1,15,0,37,0,11,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428,339950,3,105,2,2,1,0,2,21,0,24,0,11,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,239950,2,70,2,1,1,0,2,21,0,16,0,11,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430,219000,2,80,1,1,1,0,1,11,0,27,0,8,1,2,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,259000,3,100,1,1,1,0,1,14,0,39,0,10,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
432,199000,3,100,1,1,1,0,1,14,0,29,0,10,1,4,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,135000,1,40,1,1,1,0,1,6,0,25,0,4,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,249000,3,95,1,1,1,0,1,13,0,36,0,10,1,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435,139000,1,55,1,1,1,0,1,8,0,16,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,295000,2,94,2,2,1,0,1,13,0,28,0,10,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,219000,2,80,2,1,1,0,1,11,0,30,0,8,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438,119000,1,51,1,1,1,0,1,7,0,18,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,265000,2,90,2,1,1,0,1,13,0,36,1,7,1,2,12,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
441,87850,1,27,1,1,1,0,1,4,0,8,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,249000,2,96,1,1,1,0,1,14,0,31,0,10,1,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443,398000,5,185,1,1,3,0,0,26,0,33,0,20,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
444,499000,3,115,2,2,1,0,3,15,0,31,1,12,2,2,0,1,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0
445,220000,1,60,1,1,1,0,1,9,1,18,0,6,1,2,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
446,255000,2,80,1,1,1,0,1,11,0,24,0,8,1,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
447,225000,2,80,1,1,1,0,1,11,0,24,0,8,1,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,239000,2,80,1,1,1,0,1,11,0,18,0,8,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449,595000,2,207,1,2,2,0,2,16,0,61,0,22,2,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450,635000,2,217,2,1,3,0,2,25,0,64,0,23,1,2,40,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452,370000,3,160,1,1,1,0,2,22,0,47,0,17,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454,275000,3,105,2,1,1,0,1,15,0,31,0,11,1,2,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
455,265000,2,95,1,1,1,0,0,16,0,28,1,8,1,2,0,0,0,1,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456,299000,2,150,1,1,1,0,1,21,0,32,0,16,1,2,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,310000,2,110,2,1,1,0,2,17,0,33,1,10,1,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
458,275000,3,105,1,1,1,0,1,15,0,32,0,11,1,4,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
459,320000,3,100,1,1,1,0,0,14,0,35,0,10,1,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
460,255000,1,65,1,1,1,0,1,9,0,37,0,7,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
461,299000,3,96,1,1,1,0,1,14,0,29,0,10,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462,225000,1,74,1,1,1,0,1,16,0,26,1,8,1,2,12,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
